index,age,workclass,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,income,state,Results,Model
215,64,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,South Carolina,<=50K,LogisticRegression
217,41,Self-emp-inc,11,Married-civ-spouse,Sales,Husband,Other,Male,84,<=50K,West Virginia,>50K,LogisticRegression
228,41,Self-emp-not-inc,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,<=50K,New Mexico,<=50K,LogisticRegression
235,65,Federal-gov,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,>50K,Colorado,>50K,LogisticRegression
238,68,Self-emp-not-inc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,<=50K,North Carolina,>50K,LogisticRegression
239,74,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,20,<=50K,Iowa,<=50K,LogisticRegression
244,64,Private,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,60,<=50K,Massachusetts,>50K,LogisticRegression
247,35,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,Alabama,<=50K,LogisticRegression
248,29,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,20,<=50K,Tennessee,<=50K,LogisticRegression
255,50,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,20,<=50K,Connecticut,<=50K,LogisticRegression
256,31,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,<=50K,Hawaii,<=50K,LogisticRegression
257,38,Federal-gov,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K,New Hampshire,<=50K,LogisticRegression
259,34,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,<=50K,Colorado,>50K,LogisticRegression
263,38,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,44,<=50K,Alaska,<=50K,LogisticRegression
265,29,Private,11,Married-civ-spouse,Tech-support,Husband,White,Male,40,<=50K,Louisiana,<=50K,LogisticRegression
269,39,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,Alabama,<=50K,LogisticRegression
276,34,Private,12,Married-civ-spouse,Tech-support,Husband,White,Male,10,<=50K,Idaho,<=50K,LogisticRegression
280,49,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,Ohio,<=50K,LogisticRegression
283,48,Private,7,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K,Arizona,<=50K,LogisticRegression
293,36,Private,9,Married-civ-spouse,Craft-repair,Own-child,White,Female,40,<=50K,Minnesota,<=50K,LogisticRegression
302,30,Private,9,Never-married,Adm-clerical,Unmarried,White,Male,42,<=50K,New York,<=50K,LogisticRegression
304,42,Federal-gov,14,Divorced,Adm-clerical,Not-in-family,White,Male,60,<=50K,Oregon,>50K,LogisticRegression
312,54,Self-emp-not-inc,9,Widowed,Craft-repair,Not-in-family,White,Male,35,<=50K,Wisconsin,<=50K,LogisticRegression
313,25,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,50,<=50K,South Dakota,<=50K,LogisticRegression
314,19,Private,10,Never-married,Adm-clerical,Own-child,White,Female,40,<=50K,Mississippi,<=50K,LogisticRegression
321,48,Private,9,Separated,Adm-clerical,Not-in-family,White,Female,40,<=50K,Maryland,<=50K,LogisticRegression
329,27,Federal-gov,9,Never-married,Craft-repair,Not-in-family,Black,Male,40,<=50K,Wisconsin,<=50K,LogisticRegression
331,42,Private,9,Divorced,Transport-moving,Not-in-family,White,Male,46,<=50K,New Mexico,<=50K,LogisticRegression
332,44,Private,10,Separated,Exec-managerial,Not-in-family,White,Male,45,<=50K,Washington,<=50K,LogisticRegression
337,58,Private,14,Divorced,Adm-clerical,Not-in-family,White,Female,45,<=50K,Alaska,>50K,LogisticRegression
338,40,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,48,<=50K,Alaska,<=50K,LogisticRegression
342,25,Private,10,Never-married,Adm-clerical,Not-in-family,White,Male,40,<=50K,Arkansas,<=50K,LogisticRegression
343,34,Private,9,Never-married,Transport-moving,Own-child,White,Male,40,<=50K,West Virginia,<=50K,LogisticRegression
345,45,Private,9,Divorced,Other-service,Not-in-family,White,Male,40,<=50K,Colorado,<=50K,LogisticRegression
351,49,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K,New Mexico,>50K,LogisticRegression
353,36,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,45,>50K,North Carolina,<=50K,LogisticRegression
356,50,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,>50K,Ohio,<=50K,LogisticRegression
364,58,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,Virginia,>50K,LogisticRegression
366,42,Local-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,>50K,Virginia,>50K,LogisticRegression
373,45,Private,11,Married-civ-spouse,Sales,Husband,White,Male,50,>50K,Pennsylvania,<=50K,LogisticRegression
382,42,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,>50K,Vermont,>50K,LogisticRegression
385,58,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,North Dakota,>50K,LogisticRegression
390,63,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,32,>50K,Tennessee,>50K,LogisticRegression
391,47,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,South Carolina,>50K,LogisticRegression
393,40,Private,13,Married-civ-spouse,Sales,Husband,White,Male,60,>50K,Virginia,>50K,LogisticRegression
398,47,Private,13,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,South Dakota,>50K,LogisticRegression
404,52,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K,Nebraska,>50K,LogisticRegression
405,40,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,60,>50K,Rhode Island,>50K,LogisticRegression
407,51,Private,14,Married-civ-spouse,Protective-serv,Husband,White,Male,40,>50K,South Dakota,>50K,LogisticRegression
408,55,Private,14,Married-civ-spouse,Tech-support,Husband,White,Male,20,>50K,Colorado,>50K,LogisticRegression
410,52,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,Montana,<=50K,LogisticRegression
412,55,Private,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,Washington,>50K,LogisticRegression
413,47,Local-gov,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,50,>50K,New Mexico,>50K,LogisticRegression
418,46,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,Virginia,<=50K,LogisticRegression
426,43,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,52,>50K,Louisiana,<=50K,LogisticRegression
428,50,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,Ohio,>50K,LogisticRegression
432,27,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,Wyoming,<=50K,LogisticRegression
436,28,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,24,>50K,Virginia,<=50K,LogisticRegression
438,45,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K,Texas,>50K,LogisticRegression
440,39,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,New Hampshire,>50K,LogisticRegression
441,39,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Montana,>50K,LogisticRegression
443,62,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,98,>50K,New Mexico,>50K,LogisticRegression
445,53,Self-emp-not-inc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Oregon,>50K,LogisticRegression
448,39,Private,13,Married-civ-spouse,Transport-moving,Husband,White,Male,45,>50K,Tennessee,>50K,LogisticRegression
449,60,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K,Maine,>50K,LogisticRegression
453,37,Private,12,Married-civ-spouse,Sales,Husband,White,Male,45,>50K,Iowa,<=50K,LogisticRegression
456,58,Self-emp-not-inc,6,Married-civ-spouse,Craft-repair,Wife,White,Female,35,>50K,Maryland,<=50K,LogisticRegression
461,39,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,62,>50K,Iowa,<=50K,LogisticRegression
465,57,Private,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,>50K,Arizona,>50K,LogisticRegression
475,40,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,Louisiana,>50K,LogisticRegression
476,51,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,60,>50K,Utah,>50K,LogisticRegression
477,33,Private,9,Married-civ-spouse,Sales,Husband,White,Male,45,>50K,Michigan,<=50K,LogisticRegression
478,40,Private,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,20,>50K,Louisiana,<=50K,LogisticRegression
491,47,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,>50K,Montana,<=50K,LogisticRegression
497,59,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,>50K,North Dakota,<=50K,LogisticRegression
502,33,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,Idaho,>50K,LogisticRegression
503,54,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,18,>50K,Nevada,<=50K,LogisticRegression
505,36,Private,14,Married-civ-spouse,Sales,Husband,White,Male,50,>50K,Connecticut,>50K,LogisticRegression
508,40,Private,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,45,>50K,Missouri,>50K,LogisticRegression
523,26,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,55,<=50K,Utah,<=50K,LogisticRegression
528,35,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,40,<=50K,Texas,<=50K,LogisticRegression
532,24,Federal-gov,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,<=50K,Delaware,<=50K,LogisticRegression
533,62,Private,10,Divorced,Adm-clerical,Not-in-family,White,Male,40,<=50K,Michigan,>50K,LogisticRegression
534,77,Self-emp-not-inc,10,Widowed,Adm-clerical,Not-in-family,White,Female,1,<=50K,Nevada,<=50K,LogisticRegression
542,49,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,Idaho,>50K,LogisticRegression
547,37,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K,Kentucky,<=50K,LogisticRegression
549,43,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Alabama,>50K,LogisticRegression
552,45,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,>50K,New Jersey,<=50K,LogisticRegression
559,42,Self-emp-not-inc,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,80,>50K,Delaware,>50K,LogisticRegression
560,43,Local-gov,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,>50K,Maryland,<=50K,LogisticRegression
565,46,Private,14,Married-civ-spouse,Tech-support,Husband,White,Male,40,>50K,Rhode Island,>50K,LogisticRegression
570,40,Federal-gov,14,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,40,>50K,Maine,>50K,LogisticRegression
573,49,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,>50K,Vermont,<=50K,LogisticRegression
574,44,Self-emp-not-inc,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,60,>50K,North Carolina,<=50K,LogisticRegression
576,28,Local-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,55,<=50K,Iowa,<=50K,LogisticRegression
579,38,Private,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,>50K,Maine,<=50K,LogisticRegression
581,55,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Arizona,<=50K,LogisticRegression
584,46,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,70,>50K,Maryland,<=50K,LogisticRegression
585,33,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K,Kansas,>50K,LogisticRegression
587,31,Private,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,35,>50K,New York,<=50K,LogisticRegression
588,59,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,52,>50K,Wisconsin,<=50K,LogisticRegression
589,48,Private,12,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,Ohio,>50K,LogisticRegression
596,42,Local-gov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,40,>50K,Delaware,>50K,LogisticRegression
607,34,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,38,>50K,Michigan,<=50K,LogisticRegression
618,32,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,40,>50K,Massachusetts,<=50K,LogisticRegression
619,50,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,>50K,California,>50K,LogisticRegression
622,33,Private,13,Married-civ-spouse,Sales,Husband,White,Male,55,>50K,New Hampshire,>50K,LogisticRegression
632,45,Private,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,>50K,Indiana,<=50K,LogisticRegression
634,48,Private,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,38,>50K,Iowa,<=50K,LogisticRegression
640,48,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,Vermont,>50K,LogisticRegression
641,60,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,Nebraska,>50K,LogisticRegression
642,38,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,65,>50K,Utah,>50K,LogisticRegression
645,64,Self-emp-inc,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K,Pennsylvania,>50K,LogisticRegression
648,43,Private,11,Married-civ-spouse,Tech-support,Wife,White,Female,32,>50K,Missouri,<=50K,LogisticRegression
650,48,Private,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,>50K,New Hampshire,>50K,LogisticRegression
655,48,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,Missouri,>50K,LogisticRegression
661,31,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,Michigan,<=50K,LogisticRegression
664,46,Local-gov,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,52,>50K,Rhode Island,>50K,LogisticRegression
667,57,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,White,Male,30,>50K,Nevada,<=50K,LogisticRegression
670,42,Private,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,>50K,Rhode Island,>50K,LogisticRegression
677,46,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,Alaska,<=50K,LogisticRegression
700,50,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,Washington,>50K,LogisticRegression
709,34,Federal-gov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,48,>50K,New Mexico,>50K,LogisticRegression
710,42,Private,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,55,>50K,Vermont,>50K,LogisticRegression
711,43,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,Idaho,>50K,LogisticRegression
714,45,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,Georgia,<=50K,LogisticRegression
717,43,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15,>50K,Oklahoma,<=50K,LogisticRegression
719,36,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,48,>50K,Iowa,<=50K,LogisticRegression
728,33,Private,9,Married-civ-spouse,Tech-support,Wife,White,Female,40,>50K,Wyoming,<=50K,LogisticRegression
734,37,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,45,>50K,Massachusetts,<=50K,LogisticRegression
738,43,Private,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,>50K,Colorado,<=50K,LogisticRegression
740,52,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,47,>50K,Oregon,<=50K,LogisticRegression
751,38,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,Illinois,>50K,LogisticRegression
752,43,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,40,>50K,Texas,<=50K,LogisticRegression
754,43,Private,13,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,Massachusetts,>50K,LogisticRegression
756,41,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,New Hampshire,<=50K,LogisticRegression
759,30,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,>50K,Georgia,>50K,LogisticRegression
760,32,State-gov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,45,>50K,New Jersey,<=50K,LogisticRegression
783,39,Private,9,Married-civ-spouse,Sales,Husband,White,Male,46,>50K,Nevada,<=50K,LogisticRegression
786,59,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,55,>50K,Massachusetts,>50K,LogisticRegression
787,51,State-gov,10,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,Colorado,<=50K,LogisticRegression
792,47,Local-gov,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K,Montana,<=50K,LogisticRegression
793,52,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,70,>50K,Florida,>50K,LogisticRegression
795,27,Private,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,60,>50K,Connecticut,>50K,LogisticRegression
797,41,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,White,Male,55,>50K,Louisiana,<=50K,LogisticRegression
802,46,Private,10,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,Washington,<=50K,LogisticRegression
809,57,Private,13,Married-civ-spouse,Sales,Husband,White,Male,55,>50K,New Jersey,>50K,LogisticRegression
814,36,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,60,>50K,Minnesota,<=50K,LogisticRegression
816,35,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,42,>50K,Pennsylvania,<=50K,LogisticRegression
818,55,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,>50K,Montana,<=50K,LogisticRegression
819,29,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,30,>50K,Maryland,<=50K,LogisticRegression
827,35,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,Oregon,>50K,LogisticRegression
831,38,Local-gov,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,Vermont,>50K,LogisticRegression
833,39,Private,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,>50K,South Dakota,<=50K,LogisticRegression
837,41,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,Texas,>50K,LogisticRegression
838,51,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,Rhode Island,<=50K,LogisticRegression
840,43,Private,6,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,>50K,Maine,<=50K,LogisticRegression
842,35,Self-emp-inc,12,Married-civ-spouse,Sales,Husband,White,Male,45,>50K,Texas,<=50K,LogisticRegression
847,54,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,44,>50K,Rhode Island,>50K,LogisticRegression
851,33,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,40,>50K,South Carolina,<=50K,LogisticRegression
852,36,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Missouri,>50K,LogisticRegression
854,61,Federal-gov,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,>50K,South Dakota,>50K,LogisticRegression
859,40,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,68,>50K,Georgia,<=50K,LogisticRegression
864,45,Private,13,Married-civ-spouse,Sales,Husband,White,Male,60,>50K,Arizona,>50K,LogisticRegression
865,42,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,Maryland,>50K,LogisticRegression
867,46,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K,Illinois,<=50K,LogisticRegression
870,44,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,60,>50K,Utah,<=50K,LogisticRegression
874,36,Private,13,Married-civ-spouse,Sales,Husband,White,Male,35,>50K,Virginia,<=50K,LogisticRegression
