index,age,workclass,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,income,state,Results,Model
80,41,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,>50K,Kansas,>50K,GradientBoosting
82,31,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,>50K,Nevada,>50K,GradientBoosting
87,43,Federal-gov,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,55,>50K,Massachusetts,>50K,GradientBoosting
89,44,Self-emp-inc,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,>50K,Minnesota,>50K,GradientBoosting
90,39,Private,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,67,>50K,Hawaii,>50K,GradientBoosting
92,39,Private,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,99,>50K,Oregon,<=50K,GradientBoosting
96,46,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,80,>50K,South Carolina,>50K,GradientBoosting
99,59,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,>50K,California,>50K,GradientBoosting
100,50,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,>50K,Minnesota,>50K,GradientBoosting
103,50,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,>50K,Washington,>50K,GradientBoosting
110,47,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,>50K,California,>50K,GradientBoosting
115,46,Self-emp-inc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,California,>50K,GradientBoosting
116,78,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,South Carolina,>50K,GradientBoosting
117,71,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K,Montana,>50K,GradientBoosting
118,83,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,>50K,West Virginia,>50K,GradientBoosting
119,68,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Hawaii,>50K,GradientBoosting
128,81,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,26,>50K,Maine,<=50K,GradientBoosting
138,35,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,Washington,<=50K,GradientBoosting
141,65,Self-emp-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,65,<=50K,Maine,<=50K,GradientBoosting
142,46,Private,3,Divorced,Craft-repair,Not-in-family,White,Female,45,<=50K,Washington,<=50K,GradientBoosting
145,61,Private,3,Never-married,Handlers-cleaners,Not-in-family,Black,Male,40,<=50K,Wyoming,<=50K,GradientBoosting
149,25,Private,13,Never-married,Prof-specialty,Own-child,White,Female,35,<=50K,Rhode Island,<=50K,GradientBoosting
159,69,Private,13,Widowed,Prof-specialty,Not-in-family,White,Male,40,>50K,Wyoming,<=50K,GradientBoosting
165,33,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,84,<=50K,Alabama,<=50K,GradientBoosting
171,57,Federal-gov,13,Never-married,Adm-clerical,Not-in-family,White,Male,40,<=50K,Wyoming,<=50K,GradientBoosting
175,27,Self-emp-not-inc,9,Never-married,Craft-repair,Not-in-family,White,Male,50,<=50K,Alabama,<=50K,GradientBoosting
182,44,Federal-gov,13,Divorced,Tech-support,Not-in-family,White,Male,40,>50K,New Mexico,<=50K,GradientBoosting
187,48,Private,9,Divorced,Exec-managerial,Not-in-family,White,Female,40,>50K,Alabama,<=50K,GradientBoosting
193,72,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,28,>50K,Missouri,>50K,GradientBoosting
195,28,Private,6,Widowed,Adm-clerical,Unmarried,White,Female,35,<=50K,Idaho,<=50K,GradientBoosting
199,90,Private,9,Never-married,Other-service,Not-in-family,Black,Male,40,<=50K,California,<=50K,GradientBoosting
200,68,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,30,<=50K,Pennsylvania,<=50K,GradientBoosting
204,66,Local-gov,13,Widowed,Prof-specialty,Not-in-family,Black,Female,25,<=50K,Rhode Island,<=50K,GradientBoosting
208,20,Private,12,Never-married,Other-service,Own-child,White,Female,18,<=50K,Pennsylvania,<=50K,GradientBoosting
209,38,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,40,<=50K,Nevada,<=50K,GradientBoosting
212,42,Private,4,Never-married,Handlers-cleaners,Not-in-family,Black,Male,40,<=50K,Oklahoma,<=50K,GradientBoosting
215,64,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,South Carolina,<=50K,GradientBoosting
217,41,Self-emp-inc,11,Married-civ-spouse,Sales,Husband,Other,Male,84,<=50K,West Virginia,>50K,GradientBoosting
228,41,Self-emp-not-inc,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,<=50K,New Mexico,<=50K,GradientBoosting
235,65,Federal-gov,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,>50K,Colorado,>50K,GradientBoosting
238,68,Self-emp-not-inc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,<=50K,North Carolina,<=50K,GradientBoosting
239,74,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,20,<=50K,Iowa,<=50K,GradientBoosting
244,64,Private,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,60,<=50K,Massachusetts,>50K,GradientBoosting
247,35,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,Alabama,<=50K,GradientBoosting
248,29,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,20,<=50K,Tennessee,<=50K,GradientBoosting
255,50,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,20,<=50K,Connecticut,<=50K,GradientBoosting
256,31,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,<=50K,Hawaii,<=50K,GradientBoosting
257,38,Federal-gov,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K,New Hampshire,<=50K,GradientBoosting
259,34,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,<=50K,Colorado,>50K,GradientBoosting
263,38,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,44,<=50K,Alaska,<=50K,GradientBoosting
265,29,Private,11,Married-civ-spouse,Tech-support,Husband,White,Male,40,<=50K,Louisiana,<=50K,GradientBoosting
269,39,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,Alabama,<=50K,GradientBoosting
276,34,Private,12,Married-civ-spouse,Tech-support,Husband,White,Male,10,<=50K,Idaho,<=50K,GradientBoosting
280,49,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,Ohio,<=50K,GradientBoosting
283,48,Private,7,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K,Arizona,<=50K,GradientBoosting
293,36,Private,9,Married-civ-spouse,Craft-repair,Own-child,White,Female,40,<=50K,Minnesota,<=50K,GradientBoosting
302,30,Private,9,Never-married,Adm-clerical,Unmarried,White,Male,42,<=50K,New York,<=50K,GradientBoosting
304,42,Federal-gov,14,Divorced,Adm-clerical,Not-in-family,White,Male,60,<=50K,Oregon,>50K,GradientBoosting
312,54,Self-emp-not-inc,9,Widowed,Craft-repair,Not-in-family,White,Male,35,<=50K,Wisconsin,<=50K,GradientBoosting
313,25,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,50,<=50K,South Dakota,<=50K,GradientBoosting
314,19,Private,10,Never-married,Adm-clerical,Own-child,White,Female,40,<=50K,Mississippi,<=50K,GradientBoosting
321,48,Private,9,Separated,Adm-clerical,Not-in-family,White,Female,40,<=50K,Maryland,<=50K,GradientBoosting
329,27,Federal-gov,9,Never-married,Craft-repair,Not-in-family,Black,Male,40,<=50K,Wisconsin,<=50K,GradientBoosting
331,42,Private,9,Divorced,Transport-moving,Not-in-family,White,Male,46,<=50K,New Mexico,<=50K,GradientBoosting
332,44,Private,10,Separated,Exec-managerial,Not-in-family,White,Male,45,<=50K,Washington,<=50K,GradientBoosting
337,58,Private,14,Divorced,Adm-clerical,Not-in-family,White,Female,45,<=50K,Alaska,<=50K,GradientBoosting
338,40,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,48,<=50K,Alaska,<=50K,GradientBoosting
342,25,Private,10,Never-married,Adm-clerical,Not-in-family,White,Male,40,<=50K,Arkansas,<=50K,GradientBoosting
343,34,Private,9,Never-married,Transport-moving,Own-child,White,Male,40,<=50K,West Virginia,<=50K,GradientBoosting
345,45,Private,9,Divorced,Other-service,Not-in-family,White,Male,40,<=50K,Colorado,<=50K,GradientBoosting
351,49,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K,New Mexico,>50K,GradientBoosting
353,36,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,45,>50K,North Carolina,>50K,GradientBoosting
356,50,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,>50K,Ohio,>50K,GradientBoosting
364,58,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,Virginia,>50K,GradientBoosting
366,42,Local-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,>50K,Virginia,>50K,GradientBoosting
373,45,Private,11,Married-civ-spouse,Sales,Husband,White,Male,50,>50K,Pennsylvania,>50K,GradientBoosting
382,42,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,>50K,Vermont,>50K,GradientBoosting
385,58,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,North Dakota,>50K,GradientBoosting
390,63,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,32,>50K,Tennessee,<=50K,GradientBoosting
391,47,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,South Carolina,>50K,GradientBoosting
393,40,Private,13,Married-civ-spouse,Sales,Husband,White,Male,60,>50K,Virginia,>50K,GradientBoosting
398,47,Private,13,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,South Dakota,>50K,GradientBoosting
404,52,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K,Nebraska,>50K,GradientBoosting
405,40,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,60,>50K,Rhode Island,>50K,GradientBoosting
407,51,Private,14,Married-civ-spouse,Protective-serv,Husband,White,Male,40,>50K,South Dakota,>50K,GradientBoosting
408,55,Private,14,Married-civ-spouse,Tech-support,Husband,White,Male,20,>50K,Colorado,>50K,GradientBoosting
410,52,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,Montana,>50K,GradientBoosting
412,55,Private,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,Washington,>50K,GradientBoosting
413,47,Local-gov,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,50,>50K,New Mexico,>50K,GradientBoosting
418,46,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,Virginia,>50K,GradientBoosting
426,43,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,52,>50K,Louisiana,<=50K,GradientBoosting
428,50,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,Ohio,>50K,GradientBoosting
432,27,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,Wyoming,>50K,GradientBoosting
436,28,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,24,>50K,Virginia,>50K,GradientBoosting
438,45,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K,Texas,>50K,GradientBoosting
440,39,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,New Hampshire,>50K,GradientBoosting
441,39,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Montana,>50K,GradientBoosting
443,62,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,98,>50K,New Mexico,>50K,GradientBoosting
445,53,Self-emp-not-inc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Oregon,>50K,GradientBoosting
448,39,Private,13,Married-civ-spouse,Transport-moving,Husband,White,Male,45,>50K,Tennessee,>50K,GradientBoosting
449,60,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K,Maine,>50K,GradientBoosting
453,37,Private,12,Married-civ-spouse,Sales,Husband,White,Male,45,>50K,Iowa,>50K,GradientBoosting
456,58,Self-emp-not-inc,6,Married-civ-spouse,Craft-repair,Wife,White,Female,35,>50K,Maryland,<=50K,GradientBoosting
461,39,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,62,>50K,Iowa,>50K,GradientBoosting
465,57,Private,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,>50K,Arizona,>50K,GradientBoosting
475,40,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,Louisiana,>50K,GradientBoosting
476,51,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,60,>50K,Utah,>50K,GradientBoosting
477,33,Private,9,Married-civ-spouse,Sales,Husband,White,Male,45,>50K,Michigan,<=50K,GradientBoosting
478,40,Private,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,20,>50K,Louisiana,>50K,GradientBoosting
491,47,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,>50K,Montana,>50K,GradientBoosting
497,59,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,>50K,North Dakota,>50K,GradientBoosting
502,33,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,Idaho,>50K,GradientBoosting
503,54,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,18,>50K,Nevada,<=50K,GradientBoosting
505,36,Private,14,Married-civ-spouse,Sales,Husband,White,Male,50,>50K,Connecticut,>50K,GradientBoosting
508,40,Private,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,45,>50K,Missouri,>50K,GradientBoosting
523,26,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,55,<=50K,Utah,<=50K,GradientBoosting
528,35,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,40,<=50K,Texas,<=50K,GradientBoosting
532,24,Federal-gov,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,<=50K,Delaware,<=50K,GradientBoosting
533,62,Private,10,Divorced,Adm-clerical,Not-in-family,White,Male,40,<=50K,Michigan,<=50K,GradientBoosting
534,77,Self-emp-not-inc,10,Widowed,Adm-clerical,Not-in-family,White,Female,1,<=50K,Nevada,<=50K,GradientBoosting
542,49,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,Idaho,>50K,GradientBoosting
547,37,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K,Kentucky,>50K,GradientBoosting
549,43,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Alabama,>50K,GradientBoosting
552,45,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,>50K,New Jersey,>50K,GradientBoosting
559,42,Self-emp-not-inc,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,80,>50K,Delaware,<=50K,GradientBoosting
560,43,Local-gov,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,>50K,Maryland,>50K,GradientBoosting
565,46,Private,14,Married-civ-spouse,Tech-support,Husband,White,Male,40,>50K,Rhode Island,>50K,GradientBoosting
570,40,Federal-gov,14,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,40,>50K,Maine,>50K,GradientBoosting
573,49,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,>50K,Vermont,>50K,GradientBoosting
574,44,Self-emp-not-inc,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,60,>50K,North Carolina,>50K,GradientBoosting
576,28,Local-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,55,<=50K,Iowa,>50K,GradientBoosting
579,38,Private,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,>50K,Maine,>50K,GradientBoosting
581,55,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Arizona,>50K,GradientBoosting
584,46,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,70,>50K,Maryland,<=50K,GradientBoosting
585,33,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K,Kansas,>50K,GradientBoosting
587,31,Private,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,35,>50K,New York,>50K,GradientBoosting
588,59,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,52,>50K,Wisconsin,>50K,GradientBoosting
589,48,Private,12,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,Ohio,>50K,GradientBoosting
596,42,Local-gov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,40,>50K,Delaware,>50K,GradientBoosting
607,34,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,38,>50K,Michigan,<=50K,GradientBoosting
618,32,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,40,>50K,Massachusetts,>50K,GradientBoosting
619,50,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,>50K,California,>50K,GradientBoosting
622,33,Private,13,Married-civ-spouse,Sales,Husband,White,Male,55,>50K,New Hampshire,>50K,GradientBoosting
632,45,Private,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,>50K,Indiana,>50K,GradientBoosting
634,48,Private,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,38,>50K,Iowa,>50K,GradientBoosting
640,48,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,Vermont,>50K,GradientBoosting
641,60,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,Nebraska,>50K,GradientBoosting
642,38,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,65,>50K,Utah,>50K,GradientBoosting
645,64,Self-emp-inc,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K,Pennsylvania,>50K,GradientBoosting
648,43,Private,11,Married-civ-spouse,Tech-support,Wife,White,Female,32,>50K,Missouri,>50K,GradientBoosting
650,48,Private,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,>50K,New Hampshire,>50K,GradientBoosting
655,48,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,Missouri,>50K,GradientBoosting
661,31,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,Michigan,<=50K,GradientBoosting
664,46,Local-gov,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,52,>50K,Rhode Island,>50K,GradientBoosting
667,57,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,White,Male,30,>50K,Nevada,<=50K,GradientBoosting
670,42,Private,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,>50K,Rhode Island,>50K,GradientBoosting
677,46,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,Alaska,<=50K,GradientBoosting
700,50,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,Washington,>50K,GradientBoosting
709,34,Federal-gov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,48,>50K,New Mexico,>50K,GradientBoosting
710,42,Private,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,55,>50K,Vermont,>50K,GradientBoosting
711,43,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,Idaho,>50K,GradientBoosting
714,45,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,Georgia,>50K,GradientBoosting
717,43,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15,>50K,Oklahoma,<=50K,GradientBoosting
719,36,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,48,>50K,Iowa,<=50K,GradientBoosting
728,33,Private,9,Married-civ-spouse,Tech-support,Wife,White,Female,40,>50K,Wyoming,<=50K,GradientBoosting
734,37,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,45,>50K,Massachusetts,<=50K,GradientBoosting
738,43,Private,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,>50K,Colorado,>50K,GradientBoosting
740,52,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,47,>50K,Oregon,<=50K,GradientBoosting
751,38,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,Illinois,>50K,GradientBoosting
752,43,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,40,>50K,Texas,>50K,GradientBoosting
754,43,Private,13,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,Massachusetts,>50K,GradientBoosting
756,41,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,New Hampshire,>50K,GradientBoosting
759,30,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,>50K,Georgia,>50K,GradientBoosting
760,32,State-gov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,45,>50K,New Jersey,>50K,GradientBoosting
783,39,Private,9,Married-civ-spouse,Sales,Husband,White,Male,46,>50K,Nevada,<=50K,GradientBoosting
786,59,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,55,>50K,Massachusetts,>50K,GradientBoosting
787,51,State-gov,10,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,Colorado,<=50K,GradientBoosting
792,47,Local-gov,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K,Montana,>50K,GradientBoosting
793,52,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,70,>50K,Florida,>50K,GradientBoosting
795,27,Private,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,60,>50K,Connecticut,<=50K,GradientBoosting
797,41,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,White,Male,55,>50K,Louisiana,>50K,GradientBoosting
802,46,Private,10,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,Washington,>50K,GradientBoosting
809,57,Private,13,Married-civ-spouse,Sales,Husband,White,Male,55,>50K,New Jersey,>50K,GradientBoosting
814,36,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,60,>50K,Minnesota,<=50K,GradientBoosting
816,35,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,42,>50K,Pennsylvania,<=50K,GradientBoosting
818,55,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,>50K,Montana,<=50K,GradientBoosting
819,29,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,30,>50K,Maryland,<=50K,GradientBoosting
827,35,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,Oregon,>50K,GradientBoosting
831,38,Local-gov,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,Vermont,>50K,GradientBoosting
833,39,Private,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,>50K,South Dakota,<=50K,GradientBoosting
837,41,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,Texas,>50K,GradientBoosting
838,51,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,Rhode Island,<=50K,GradientBoosting
840,43,Private,6,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,>50K,Maine,<=50K,GradientBoosting
842,35,Self-emp-inc,12,Married-civ-spouse,Sales,Husband,White,Male,45,>50K,Texas,>50K,GradientBoosting
847,54,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,44,>50K,Rhode Island,>50K,GradientBoosting
851,33,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,40,>50K,South Carolina,<=50K,GradientBoosting
852,36,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Missouri,>50K,GradientBoosting
854,61,Federal-gov,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,>50K,South Dakota,>50K,GradientBoosting
859,40,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,68,>50K,Georgia,>50K,GradientBoosting
864,45,Private,13,Married-civ-spouse,Sales,Husband,White,Male,60,>50K,Arizona,>50K,GradientBoosting
865,42,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,Maryland,>50K,GradientBoosting
867,46,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K,Illinois,>50K,GradientBoosting
870,44,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,60,>50K,Utah,>50K,GradientBoosting
874,36,Private,13,Married-civ-spouse,Sales,Husband,White,Male,35,>50K,Virginia,>50K,GradientBoosting
878,37,Private,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,60,>50K,Montana,>50K,GradientBoosting
