index,age,workclass,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,income,state,Results,Model
115,46,Self-emp-inc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,California,>50K,RandomForest
116,78,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,South Carolina,>50K,RandomForest
117,71,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K,Montana,>50K,RandomForest
118,83,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,>50K,West Virginia,>50K,RandomForest
119,68,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Hawaii,>50K,RandomForest
128,81,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,26,>50K,Maine,<=50K,RandomForest
138,35,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,Washington,>50K,RandomForest
141,65,Self-emp-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,65,<=50K,Maine,>50K,RandomForest
142,46,Private,3,Divorced,Craft-repair,Not-in-family,White,Female,45,<=50K,Washington,<=50K,RandomForest
145,61,Private,3,Never-married,Handlers-cleaners,Not-in-family,Black,Male,40,<=50K,Wyoming,<=50K,RandomForest
149,25,Private,13,Never-married,Prof-specialty,Own-child,White,Female,35,<=50K,Rhode Island,<=50K,RandomForest
159,69,Private,13,Widowed,Prof-specialty,Not-in-family,White,Male,40,>50K,Wyoming,>50K,RandomForest
165,33,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,84,<=50K,Alabama,<=50K,RandomForest
171,57,Federal-gov,13,Never-married,Adm-clerical,Not-in-family,White,Male,40,<=50K,Wyoming,<=50K,RandomForest
175,27,Self-emp-not-inc,9,Never-married,Craft-repair,Not-in-family,White,Male,50,<=50K,Alabama,<=50K,RandomForest
182,44,Federal-gov,13,Divorced,Tech-support,Not-in-family,White,Male,40,>50K,New Mexico,<=50K,RandomForest
187,48,Private,9,Divorced,Exec-managerial,Not-in-family,White,Female,40,>50K,Alabama,<=50K,RandomForest
193,72,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,28,>50K,Missouri,>50K,RandomForest
195,28,Private,6,Widowed,Adm-clerical,Unmarried,White,Female,35,<=50K,Idaho,<=50K,RandomForest
199,90,Private,9,Never-married,Other-service,Not-in-family,Black,Male,40,<=50K,California,<=50K,RandomForest
200,68,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,30,<=50K,Pennsylvania,<=50K,RandomForest
204,66,Local-gov,13,Widowed,Prof-specialty,Not-in-family,Black,Female,25,<=50K,Rhode Island,<=50K,RandomForest
208,20,Private,12,Never-married,Other-service,Own-child,White,Female,18,<=50K,Pennsylvania,<=50K,RandomForest
209,38,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,40,<=50K,Nevada,<=50K,RandomForest
212,42,Private,4,Never-married,Handlers-cleaners,Not-in-family,Black,Male,40,<=50K,Oklahoma,<=50K,RandomForest
215,64,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,South Carolina,<=50K,RandomForest
217,41,Self-emp-inc,11,Married-civ-spouse,Sales,Husband,Other,Male,84,<=50K,West Virginia,<=50K,RandomForest
228,41,Self-emp-not-inc,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,<=50K,New Mexico,<=50K,RandomForest
235,65,Federal-gov,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,>50K,Colorado,<=50K,RandomForest
238,68,Self-emp-not-inc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,<=50K,North Carolina,<=50K,RandomForest
239,74,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,20,<=50K,Iowa,<=50K,RandomForest
244,64,Private,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,60,<=50K,Massachusetts,>50K,RandomForest
247,35,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,Alabama,<=50K,RandomForest
248,29,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,20,<=50K,Tennessee,<=50K,RandomForest
255,50,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,20,<=50K,Connecticut,<=50K,RandomForest
256,31,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,<=50K,Hawaii,<=50K,RandomForest
257,38,Federal-gov,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K,New Hampshire,>50K,RandomForest
259,34,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,<=50K,Colorado,>50K,RandomForest
263,38,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,44,<=50K,Alaska,<=50K,RandomForest
265,29,Private,11,Married-civ-spouse,Tech-support,Husband,White,Male,40,<=50K,Louisiana,<=50K,RandomForest
269,39,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,Alabama,<=50K,RandomForest
276,34,Private,12,Married-civ-spouse,Tech-support,Husband,White,Male,10,<=50K,Idaho,<=50K,RandomForest
280,49,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,Ohio,<=50K,RandomForest
283,48,Private,7,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K,Arizona,<=50K,RandomForest
293,36,Private,9,Married-civ-spouse,Craft-repair,Own-child,White,Female,40,<=50K,Minnesota,<=50K,RandomForest
302,30,Private,9,Never-married,Adm-clerical,Unmarried,White,Male,42,<=50K,New York,<=50K,RandomForest
304,42,Federal-gov,14,Divorced,Adm-clerical,Not-in-family,White,Male,60,<=50K,Oregon,>50K,RandomForest
312,54,Self-emp-not-inc,9,Widowed,Craft-repair,Not-in-family,White,Male,35,<=50K,Wisconsin,<=50K,RandomForest
313,25,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,50,<=50K,South Dakota,<=50K,RandomForest
314,19,Private,10,Never-married,Adm-clerical,Own-child,White,Female,40,<=50K,Mississippi,<=50K,RandomForest
321,48,Private,9,Separated,Adm-clerical,Not-in-family,White,Female,40,<=50K,Maryland,<=50K,RandomForest
329,27,Federal-gov,9,Never-married,Craft-repair,Not-in-family,Black,Male,40,<=50K,Wisconsin,<=50K,RandomForest
331,42,Private,9,Divorced,Transport-moving,Not-in-family,White,Male,46,<=50K,New Mexico,<=50K,RandomForest
332,44,Private,10,Separated,Exec-managerial,Not-in-family,White,Male,45,<=50K,Washington,>50K,RandomForest
337,58,Private,14,Divorced,Adm-clerical,Not-in-family,White,Female,45,<=50K,Alaska,<=50K,RandomForest
338,40,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,48,<=50K,Alaska,<=50K,RandomForest
342,25,Private,10,Never-married,Adm-clerical,Not-in-family,White,Male,40,<=50K,Arkansas,<=50K,RandomForest
343,34,Private,9,Never-married,Transport-moving,Own-child,White,Male,40,<=50K,West Virginia,<=50K,RandomForest
345,45,Private,9,Divorced,Other-service,Not-in-family,White,Male,40,<=50K,Colorado,<=50K,RandomForest
351,49,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K,New Mexico,>50K,RandomForest
353,36,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,45,>50K,North Carolina,>50K,RandomForest
356,50,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,>50K,Ohio,>50K,RandomForest
364,58,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,Virginia,>50K,RandomForest
366,42,Local-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,>50K,Virginia,>50K,RandomForest
373,45,Private,11,Married-civ-spouse,Sales,Husband,White,Male,50,>50K,Pennsylvania,>50K,RandomForest
382,42,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,>50K,Vermont,<=50K,RandomForest
385,58,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,North Dakota,>50K,RandomForest
390,63,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,32,>50K,Tennessee,<=50K,RandomForest
391,47,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,South Carolina,>50K,RandomForest
393,40,Private,13,Married-civ-spouse,Sales,Husband,White,Male,60,>50K,Virginia,>50K,RandomForest
398,47,Private,13,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,South Dakota,>50K,RandomForest
404,52,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K,Nebraska,>50K,RandomForest
405,40,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,60,>50K,Rhode Island,>50K,RandomForest
407,51,Private,14,Married-civ-spouse,Protective-serv,Husband,White,Male,40,>50K,South Dakota,>50K,RandomForest
408,55,Private,14,Married-civ-spouse,Tech-support,Husband,White,Male,20,>50K,Colorado,>50K,RandomForest
410,52,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,Montana,>50K,RandomForest
412,55,Private,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,Washington,>50K,RandomForest
413,47,Local-gov,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,50,>50K,New Mexico,>50K,RandomForest
418,46,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,Virginia,>50K,RandomForest
426,43,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,52,>50K,Louisiana,>50K,RandomForest
428,50,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,Ohio,>50K,RandomForest
432,27,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,Wyoming,>50K,RandomForest
436,28,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,24,>50K,Virginia,>50K,RandomForest
438,45,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K,Texas,>50K,RandomForest
440,39,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,New Hampshire,>50K,RandomForest
441,39,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Montana,>50K,RandomForest
443,62,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,98,>50K,New Mexico,>50K,RandomForest
445,53,Self-emp-not-inc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Oregon,>50K,RandomForest
448,39,Private,13,Married-civ-spouse,Transport-moving,Husband,White,Male,45,>50K,Tennessee,>50K,RandomForest
449,60,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K,Maine,>50K,RandomForest
453,37,Private,12,Married-civ-spouse,Sales,Husband,White,Male,45,>50K,Iowa,>50K,RandomForest
456,58,Self-emp-not-inc,6,Married-civ-spouse,Craft-repair,Wife,White,Female,35,>50K,Maryland,<=50K,RandomForest
461,39,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,62,>50K,Iowa,>50K,RandomForest
465,57,Private,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,>50K,Arizona,>50K,RandomForest
475,40,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,Louisiana,>50K,RandomForest
476,51,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,60,>50K,Utah,>50K,RandomForest
477,33,Private,9,Married-civ-spouse,Sales,Husband,White,Male,45,>50K,Michigan,>50K,RandomForest
478,40,Private,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,20,>50K,Louisiana,>50K,RandomForest
491,47,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,>50K,Montana,<=50K,RandomForest
497,59,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,>50K,North Dakota,>50K,RandomForest
502,33,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,Idaho,>50K,RandomForest
503,54,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,18,>50K,Nevada,>50K,RandomForest
505,36,Private,14,Married-civ-spouse,Sales,Husband,White,Male,50,>50K,Connecticut,>50K,RandomForest
508,40,Private,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,45,>50K,Missouri,>50K,RandomForest
523,26,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,55,<=50K,Utah,<=50K,RandomForest
528,35,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,40,<=50K,Texas,<=50K,RandomForest
532,24,Federal-gov,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,<=50K,Delaware,<=50K,RandomForest
533,62,Private,10,Divorced,Adm-clerical,Not-in-family,White,Male,40,<=50K,Michigan,<=50K,RandomForest
534,77,Self-emp-not-inc,10,Widowed,Adm-clerical,Not-in-family,White,Female,1,<=50K,Nevada,<=50K,RandomForest
542,49,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,Idaho,>50K,RandomForest
547,37,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K,Kentucky,>50K,RandomForest
549,43,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Alabama,>50K,RandomForest
552,45,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,>50K,New Jersey,>50K,RandomForest
559,42,Self-emp-not-inc,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,80,>50K,Delaware,<=50K,RandomForest
560,43,Local-gov,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,>50K,Maryland,<=50K,RandomForest
565,46,Private,14,Married-civ-spouse,Tech-support,Husband,White,Male,40,>50K,Rhode Island,>50K,RandomForest
570,40,Federal-gov,14,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,40,>50K,Maine,>50K,RandomForest
573,49,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,>50K,Vermont,>50K,RandomForest
574,44,Self-emp-not-inc,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,60,>50K,North Carolina,>50K,RandomForest
576,28,Local-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,55,<=50K,Iowa,>50K,RandomForest
579,38,Private,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,>50K,Maine,>50K,RandomForest
581,55,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Arizona,>50K,RandomForest
584,46,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,70,>50K,Maryland,<=50K,RandomForest
585,33,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K,Kansas,>50K,RandomForest
587,31,Private,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,35,>50K,New York,>50K,RandomForest
588,59,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,52,>50K,Wisconsin,<=50K,RandomForest
589,48,Private,12,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,Ohio,>50K,RandomForest
596,42,Local-gov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,40,>50K,Delaware,>50K,RandomForest
607,34,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,38,>50K,Michigan,>50K,RandomForest
618,32,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,40,>50K,Massachusetts,>50K,RandomForest
619,50,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,>50K,California,>50K,RandomForest
622,33,Private,13,Married-civ-spouse,Sales,Husband,White,Male,55,>50K,New Hampshire,>50K,RandomForest
632,45,Private,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,>50K,Indiana,>50K,RandomForest
634,48,Private,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,38,>50K,Iowa,>50K,RandomForest
640,48,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,Vermont,>50K,RandomForest
641,60,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,Nebraska,>50K,RandomForest
642,38,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,65,>50K,Utah,>50K,RandomForest
645,64,Self-emp-inc,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K,Pennsylvania,>50K,RandomForest
648,43,Private,11,Married-civ-spouse,Tech-support,Wife,White,Female,32,>50K,Missouri,>50K,RandomForest
650,48,Private,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,>50K,New Hampshire,>50K,RandomForest
655,48,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,Missouri,>50K,RandomForest
661,31,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,Michigan,<=50K,RandomForest
664,46,Local-gov,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,52,>50K,Rhode Island,>50K,RandomForest
667,57,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,White,Male,30,>50K,Nevada,<=50K,RandomForest
670,42,Private,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,>50K,Rhode Island,<=50K,RandomForest
677,46,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,Alaska,<=50K,RandomForest
700,50,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,Washington,>50K,RandomForest
709,34,Federal-gov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,48,>50K,New Mexico,>50K,RandomForest
710,42,Private,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,55,>50K,Vermont,>50K,RandomForest
711,43,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,Idaho,>50K,RandomForest
714,45,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,Georgia,>50K,RandomForest
717,43,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15,>50K,Oklahoma,<=50K,RandomForest
719,36,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,48,>50K,Iowa,<=50K,RandomForest
728,33,Private,9,Married-civ-spouse,Tech-support,Wife,White,Female,40,>50K,Wyoming,<=50K,RandomForest
734,37,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,45,>50K,Massachusetts,<=50K,RandomForest
738,43,Private,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,>50K,Colorado,>50K,RandomForest
740,52,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,47,>50K,Oregon,<=50K,RandomForest
751,38,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,Illinois,>50K,RandomForest
752,43,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,40,>50K,Texas,>50K,RandomForest
754,43,Private,13,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,Massachusetts,>50K,RandomForest
756,41,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,New Hampshire,>50K,RandomForest
759,30,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,>50K,Georgia,>50K,RandomForest
760,32,State-gov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,45,>50K,New Jersey,>50K,RandomForest
783,39,Private,9,Married-civ-spouse,Sales,Husband,White,Male,46,>50K,Nevada,>50K,RandomForest
786,59,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,55,>50K,Massachusetts,<=50K,RandomForest
787,51,State-gov,10,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,Colorado,<=50K,RandomForest
792,47,Local-gov,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K,Montana,<=50K,RandomForest
793,52,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,70,>50K,Florida,>50K,RandomForest
795,27,Private,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,60,>50K,Connecticut,>50K,RandomForest
797,41,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,White,Male,55,>50K,Louisiana,>50K,RandomForest
802,46,Private,10,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,Washington,>50K,RandomForest
809,57,Private,13,Married-civ-spouse,Sales,Husband,White,Male,55,>50K,New Jersey,>50K,RandomForest
814,36,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,60,>50K,Minnesota,>50K,RandomForest
816,35,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,42,>50K,Pennsylvania,<=50K,RandomForest
818,55,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,>50K,Montana,>50K,RandomForest
819,29,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,30,>50K,Maryland,<=50K,RandomForest
827,35,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,Oregon,>50K,RandomForest
831,38,Local-gov,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,Vermont,>50K,RandomForest
833,39,Private,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,>50K,South Dakota,<=50K,RandomForest
837,41,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,Texas,>50K,RandomForest
838,51,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,Rhode Island,<=50K,RandomForest
840,43,Private,6,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,>50K,Maine,<=50K,RandomForest
842,35,Self-emp-inc,12,Married-civ-spouse,Sales,Husband,White,Male,45,>50K,Texas,<=50K,RandomForest
847,54,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,44,>50K,Rhode Island,>50K,RandomForest
851,33,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,40,>50K,South Carolina,<=50K,RandomForest
852,36,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Missouri,>50K,RandomForest
854,61,Federal-gov,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,>50K,South Dakota,>50K,RandomForest
859,40,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,68,>50K,Georgia,<=50K,RandomForest
864,45,Private,13,Married-civ-spouse,Sales,Husband,White,Male,60,>50K,Arizona,>50K,RandomForest
865,42,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,Maryland,>50K,RandomForest
867,46,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K,Illinois,<=50K,RandomForest
870,44,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,60,>50K,Utah,>50K,RandomForest
874,36,Private,13,Married-civ-spouse,Sales,Husband,White,Male,35,>50K,Virginia,>50K,RandomForest
878,37,Private,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,60,>50K,Montana,>50K,RandomForest
879,42,Private,13,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,40,>50K,Arkansas,>50K,RandomForest
883,61,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,60,>50K,South Carolina,<=50K,RandomForest
885,52,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,>50K,Nevada,>50K,RandomForest
886,46,Local-gov,12,Married-civ-spouse,Protective-serv,Husband,White,Male,50,>50K,Ohio,>50K,RandomForest
890,35,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,South Carolina,>50K,RandomForest
893,47,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,Idaho,>50K,RandomForest
897,52,Private,9,Never-married,Sales,Not-in-family,White,Male,50,<=50K,Virginia,<=50K,RandomForest
