index,age,workclass,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,income,state,Results,Model
90,39,Private,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,67,1,Hawaii,1.0,Sequential NN
92,39,Private,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,99,1,Oregon,0.0,Sequential NN
96,46,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,80,1,South Carolina,1.0,Sequential NN
99,59,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,1,California,1.0,Sequential NN
100,50,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,1,Minnesota,1.0,Sequential NN
103,50,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,1,Washington,1.0,Sequential NN
110,47,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,1,California,1.0,Sequential NN
115,46,Self-emp-inc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1,California,1.0,Sequential NN
116,78,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1,South Carolina,1.0,Sequential NN
117,71,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1,Montana,1.0,Sequential NN
118,83,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,1,West Virginia,1.0,Sequential NN
119,68,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1,Hawaii,1.0,Sequential NN
128,81,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,26,1,Maine,0.0,Sequential NN
138,35,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,Washington,0.0,Sequential NN
141,65,Self-emp-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,65,0,Maine,0.0,Sequential NN
142,46,Private,3,Divorced,Craft-repair,Not-in-family,White,Female,45,0,Washington,0.0,Sequential NN
145,61,Private,3,Never-married,Handlers-cleaners,Not-in-family,Black,Male,40,0,Wyoming,0.0,Sequential NN
149,25,Private,13,Never-married,Prof-specialty,Own-child,White,Female,35,0,Rhode Island,0.0,Sequential NN
159,69,Private,13,Widowed,Prof-specialty,Not-in-family,White,Male,40,1,Wyoming,0.0,Sequential NN
165,33,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,84,0,Alabama,0.0,Sequential NN
171,57,Federal-gov,13,Never-married,Adm-clerical,Not-in-family,White,Male,40,0,Wyoming,0.0,Sequential NN
175,27,Self-emp-not-inc,9,Never-married,Craft-repair,Not-in-family,White,Male,50,0,Alabama,0.0,Sequential NN
182,44,Federal-gov,13,Divorced,Tech-support,Not-in-family,White,Male,40,1,New Mexico,0.0,Sequential NN
187,48,Private,9,Divorced,Exec-managerial,Not-in-family,White,Female,40,1,Alabama,0.0,Sequential NN
193,72,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,28,1,Missouri,0.0,Sequential NN
195,28,Private,6,Widowed,Adm-clerical,Unmarried,White,Female,35,0,Idaho,0.0,Sequential NN
199,90,Private,9,Never-married,Other-service,Not-in-family,Black,Male,40,0,California,0.0,Sequential NN
200,68,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,30,0,Pennsylvania,0.0,Sequential NN
204,66,Local-gov,13,Widowed,Prof-specialty,Not-in-family,Black,Female,25,0,Rhode Island,0.0,Sequential NN
208,20,Private,12,Never-married,Other-service,Own-child,White,Female,18,0,Pennsylvania,0.0,Sequential NN
209,38,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,40,0,Nevada,0.0,Sequential NN
212,42,Private,4,Never-married,Handlers-cleaners,Not-in-family,Black,Male,40,0,Oklahoma,0.0,Sequential NN
215,64,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,South Carolina,0.0,Sequential NN
217,41,Self-emp-inc,11,Married-civ-spouse,Sales,Husband,Other,Male,84,0,West Virginia,1.0,Sequential NN
228,41,Self-emp-not-inc,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,0,New Mexico,0.0,Sequential NN
235,65,Federal-gov,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,1,Colorado,0.0,Sequential NN
238,68,Self-emp-not-inc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,0,North Carolina,0.0,Sequential NN
239,74,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,20,0,Iowa,0.0,Sequential NN
244,64,Private,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,60,0,Massachusetts,1.0,Sequential NN
247,35,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,Alabama,0.0,Sequential NN
248,29,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,20,0,Tennessee,0.0,Sequential NN
255,50,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,20,0,Connecticut,0.0,Sequential NN
256,31,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,0,Hawaii,0.0,Sequential NN
257,38,Federal-gov,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0,New Hampshire,0.0,Sequential NN
259,34,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,0,Colorado,1.0,Sequential NN
263,38,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,44,0,Alaska,0.0,Sequential NN
265,29,Private,11,Married-civ-spouse,Tech-support,Husband,White,Male,40,0,Louisiana,0.0,Sequential NN
269,39,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,Alabama,0.0,Sequential NN
276,34,Private,12,Married-civ-spouse,Tech-support,Husband,White,Male,10,0,Idaho,0.0,Sequential NN
280,49,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,Ohio,0.0,Sequential NN
283,48,Private,7,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0,Arizona,0.0,Sequential NN
293,36,Private,9,Married-civ-spouse,Craft-repair,Own-child,White,Female,40,0,Minnesota,0.0,Sequential NN
302,30,Private,9,Never-married,Adm-clerical,Unmarried,White,Male,42,0,New York,0.0,Sequential NN
304,42,Federal-gov,14,Divorced,Adm-clerical,Not-in-family,White,Male,60,0,Oregon,1.0,Sequential NN
312,54,Self-emp-not-inc,9,Widowed,Craft-repair,Not-in-family,White,Male,35,0,Wisconsin,0.0,Sequential NN
313,25,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,50,0,South Dakota,0.0,Sequential NN
314,19,Private,10,Never-married,Adm-clerical,Own-child,White,Female,40,0,Mississippi,0.0,Sequential NN
321,48,Private,9,Separated,Adm-clerical,Not-in-family,White,Female,40,0,Maryland,0.0,Sequential NN
329,27,Federal-gov,9,Never-married,Craft-repair,Not-in-family,Black,Male,40,0,Wisconsin,0.0,Sequential NN
331,42,Private,9,Divorced,Transport-moving,Not-in-family,White,Male,46,0,New Mexico,0.0,Sequential NN
332,44,Private,10,Separated,Exec-managerial,Not-in-family,White,Male,45,0,Washington,0.0,Sequential NN
337,58,Private,14,Divorced,Adm-clerical,Not-in-family,White,Female,45,0,Alaska,0.0,Sequential NN
338,40,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,48,0,Alaska,0.0,Sequential NN
342,25,Private,10,Never-married,Adm-clerical,Not-in-family,White,Male,40,0,Arkansas,0.0,Sequential NN
343,34,Private,9,Never-married,Transport-moving,Own-child,White,Male,40,0,West Virginia,0.0,Sequential NN
345,45,Private,9,Divorced,Other-service,Not-in-family,White,Male,40,0,Colorado,0.0,Sequential NN
351,49,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1,New Mexico,1.0,Sequential NN
353,36,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,45,1,North Carolina,1.0,Sequential NN
356,50,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,1,Ohio,1.0,Sequential NN
364,58,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1,Virginia,1.0,Sequential NN
366,42,Local-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,1,Virginia,1.0,Sequential NN
373,45,Private,11,Married-civ-spouse,Sales,Husband,White,Male,50,1,Pennsylvania,1.0,Sequential NN
382,42,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,1,Vermont,0.0,Sequential NN
385,58,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1,North Dakota,1.0,Sequential NN
390,63,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,32,1,Tennessee,0.0,Sequential NN
391,47,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1,South Carolina,1.0,Sequential NN
393,40,Private,13,Married-civ-spouse,Sales,Husband,White,Male,60,1,Virginia,1.0,Sequential NN
398,47,Private,13,Married-civ-spouse,Sales,Husband,White,Male,40,1,South Dakota,1.0,Sequential NN
404,52,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1,Nebraska,1.0,Sequential NN
405,40,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,60,1,Rhode Island,1.0,Sequential NN
407,51,Private,14,Married-civ-spouse,Protective-serv,Husband,White,Male,40,1,South Dakota,1.0,Sequential NN
408,55,Private,14,Married-civ-spouse,Tech-support,Husband,White,Male,20,1,Colorado,0.0,Sequential NN
410,52,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1,Montana,1.0,Sequential NN
412,55,Private,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1,Washington,1.0,Sequential NN
413,47,Local-gov,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,50,1,New Mexico,1.0,Sequential NN
418,46,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1,Virginia,1.0,Sequential NN
426,43,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,52,1,Louisiana,1.0,Sequential NN
428,50,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1,Ohio,1.0,Sequential NN
432,27,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1,Wyoming,1.0,Sequential NN
436,28,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,24,1,Virginia,1.0,Sequential NN
438,45,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1,Texas,1.0,Sequential NN
440,39,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1,New Hampshire,1.0,Sequential NN
441,39,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1,Montana,1.0,Sequential NN
443,62,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,98,1,New Mexico,0.0,Sequential NN
445,53,Self-emp-not-inc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1,Oregon,1.0,Sequential NN
448,39,Private,13,Married-civ-spouse,Transport-moving,Husband,White,Male,45,1,Tennessee,1.0,Sequential NN
449,60,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1,Maine,1.0,Sequential NN
453,37,Private,12,Married-civ-spouse,Sales,Husband,White,Male,45,1,Iowa,1.0,Sequential NN
456,58,Self-emp-not-inc,6,Married-civ-spouse,Craft-repair,Wife,White,Female,35,1,Maryland,0.0,Sequential NN
461,39,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,62,1,Iowa,1.0,Sequential NN
465,57,Private,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,1,Arizona,1.0,Sequential NN
475,40,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1,Louisiana,1.0,Sequential NN
476,51,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,60,1,Utah,1.0,Sequential NN
477,33,Private,9,Married-civ-spouse,Sales,Husband,White,Male,45,1,Michigan,0.0,Sequential NN
478,40,Private,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,20,1,Louisiana,1.0,Sequential NN
491,47,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,1,Montana,1.0,Sequential NN
497,59,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,1,North Dakota,1.0,Sequential NN
502,33,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1,Idaho,1.0,Sequential NN
503,54,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,18,1,Nevada,0.0,Sequential NN
505,36,Private,14,Married-civ-spouse,Sales,Husband,White,Male,50,1,Connecticut,1.0,Sequential NN
508,40,Private,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,45,1,Missouri,1.0,Sequential NN
523,26,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,55,0,Utah,0.0,Sequential NN
528,35,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,40,0,Texas,0.0,Sequential NN
532,24,Federal-gov,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,0,Delaware,0.0,Sequential NN
533,62,Private,10,Divorced,Adm-clerical,Not-in-family,White,Male,40,0,Michigan,0.0,Sequential NN
534,77,Self-emp-not-inc,10,Widowed,Adm-clerical,Not-in-family,White,Female,1,0,Nevada,0.0,Sequential NN
542,49,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1,Idaho,1.0,Sequential NN
547,37,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1,Kentucky,0.0,Sequential NN
549,43,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1,Alabama,1.0,Sequential NN
552,45,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,1,New Jersey,1.0,Sequential NN
559,42,Self-emp-not-inc,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,80,1,Delaware,1.0,Sequential NN
560,43,Local-gov,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,1,Maryland,1.0,Sequential NN
565,46,Private,14,Married-civ-spouse,Tech-support,Husband,White,Male,40,1,Rhode Island,1.0,Sequential NN
570,40,Federal-gov,14,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,40,1,Maine,1.0,Sequential NN
573,49,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,1,Vermont,1.0,Sequential NN
574,44,Self-emp-not-inc,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,60,1,North Carolina,1.0,Sequential NN
576,28,Local-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,55,0,Iowa,1.0,Sequential NN
579,38,Private,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,1,Maine,1.0,Sequential NN
581,55,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1,Arizona,0.0,Sequential NN
584,46,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,70,1,Maryland,1.0,Sequential NN
585,33,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1,Kansas,1.0,Sequential NN
587,31,Private,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,35,1,New York,1.0,Sequential NN
588,59,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,52,1,Wisconsin,0.0,Sequential NN
589,48,Private,12,Married-civ-spouse,Sales,Husband,White,Male,40,1,Ohio,1.0,Sequential NN
596,42,Local-gov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,40,1,Delaware,1.0,Sequential NN
607,34,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,38,1,Michigan,0.0,Sequential NN
618,32,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,40,1,Massachusetts,1.0,Sequential NN
619,50,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,1,California,1.0,Sequential NN
622,33,Private,13,Married-civ-spouse,Sales,Husband,White,Male,55,1,New Hampshire,1.0,Sequential NN
632,45,Private,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,1,Indiana,1.0,Sequential NN
634,48,Private,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,38,1,Iowa,1.0,Sequential NN
640,48,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1,Vermont,1.0,Sequential NN
641,60,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1,Nebraska,1.0,Sequential NN
642,38,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,65,1,Utah,1.0,Sequential NN
645,64,Self-emp-inc,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1,Pennsylvania,1.0,Sequential NN
648,43,Private,11,Married-civ-spouse,Tech-support,Wife,White,Female,32,1,Missouri,1.0,Sequential NN
650,48,Private,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,1,New Hampshire,1.0,Sequential NN
655,48,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1,Missouri,1.0,Sequential NN
661,31,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1,Michigan,0.0,Sequential NN
664,46,Local-gov,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,52,1,Rhode Island,1.0,Sequential NN
667,57,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,White,Male,30,1,Nevada,0.0,Sequential NN
670,42,Private,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,1,Rhode Island,1.0,Sequential NN
677,46,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1,Alaska,0.0,Sequential NN
700,50,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1,Washington,1.0,Sequential NN
709,34,Federal-gov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,48,1,New Mexico,1.0,Sequential NN
710,42,Private,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,55,1,Vermont,1.0,Sequential NN
711,43,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1,Idaho,1.0,Sequential NN
714,45,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1,Georgia,0.0,Sequential NN
717,43,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15,1,Oklahoma,0.0,Sequential NN
719,36,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,48,1,Iowa,0.0,Sequential NN
728,33,Private,9,Married-civ-spouse,Tech-support,Wife,White,Female,40,1,Wyoming,0.0,Sequential NN
734,37,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,45,1,Massachusetts,0.0,Sequential NN
738,43,Private,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,1,Colorado,1.0,Sequential NN
740,52,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,47,1,Oregon,0.0,Sequential NN
751,38,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1,Illinois,1.0,Sequential NN
752,43,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,40,1,Texas,1.0,Sequential NN
754,43,Private,13,Married-civ-spouse,Sales,Husband,White,Male,40,1,Massachusetts,1.0,Sequential NN
756,41,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1,New Hampshire,1.0,Sequential NN
759,30,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,1,Georgia,1.0,Sequential NN
760,32,State-gov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,45,1,New Jersey,0.0,Sequential NN
783,39,Private,9,Married-civ-spouse,Sales,Husband,White,Male,46,1,Nevada,0.0,Sequential NN
786,59,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,55,1,Massachusetts,1.0,Sequential NN
787,51,State-gov,10,Married-civ-spouse,Sales,Husband,White,Male,40,1,Colorado,0.0,Sequential NN
792,47,Local-gov,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,1,Montana,1.0,Sequential NN
793,52,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,70,1,Florida,1.0,Sequential NN
795,27,Private,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,60,1,Connecticut,1.0,Sequential NN
797,41,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,White,Male,55,1,Louisiana,1.0,Sequential NN
802,46,Private,10,Married-civ-spouse,Sales,Husband,White,Male,40,1,Washington,1.0,Sequential NN
809,57,Private,13,Married-civ-spouse,Sales,Husband,White,Male,55,1,New Jersey,1.0,Sequential NN
814,36,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,60,1,Minnesota,1.0,Sequential NN
816,35,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,42,1,Pennsylvania,1.0,Sequential NN
818,55,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,1,Montana,0.0,Sequential NN
819,29,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,30,1,Maryland,0.0,Sequential NN
827,35,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1,Oregon,1.0,Sequential NN
831,38,Local-gov,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1,Vermont,1.0,Sequential NN
833,39,Private,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,1,South Dakota,0.0,Sequential NN
837,41,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1,Texas,1.0,Sequential NN
838,51,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1,Rhode Island,0.0,Sequential NN
840,43,Private,6,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,1,Maine,0.0,Sequential NN
842,35,Self-emp-inc,12,Married-civ-spouse,Sales,Husband,White,Male,45,1,Texas,1.0,Sequential NN
847,54,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,44,1,Rhode Island,1.0,Sequential NN
851,33,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,40,1,South Carolina,0.0,Sequential NN
852,36,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1,Missouri,1.0,Sequential NN
854,61,Federal-gov,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,1,South Dakota,1.0,Sequential NN
859,40,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,68,1,Georgia,1.0,Sequential NN
864,45,Private,13,Married-civ-spouse,Sales,Husband,White,Male,60,1,Arizona,1.0,Sequential NN
865,42,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1,Maryland,1.0,Sequential NN
867,46,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,1,Illinois,1.0,Sequential NN
870,44,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,60,1,Utah,1.0,Sequential NN
874,36,Private,13,Married-civ-spouse,Sales,Husband,White,Male,35,1,Virginia,1.0,Sequential NN
878,37,Private,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,60,1,Montana,1.0,Sequential NN
879,42,Private,13,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,40,1,Arkansas,1.0,Sequential NN
883,61,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,60,1,South Carolina,1.0,Sequential NN
885,52,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,1,Nevada,0.0,Sequential NN
886,46,Local-gov,12,Married-civ-spouse,Protective-serv,Husband,White,Male,50,1,Ohio,1.0,Sequential NN
890,35,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1,South Carolina,1.0,Sequential NN
893,47,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1,Idaho,1.0,Sequential NN
897,52,Private,9,Never-married,Sales,Not-in-family,White,Male,50,0,Virginia,0.0,Sequential NN
899,28,Local-gov,9,Never-married,Protective-serv,Other-relative,Black,Male,40,0,Utah,0.0,Sequential NN
901,44,Local-gov,14,Never-married,Prof-specialty,Not-in-family,White,Male,42,0,Maine,1.0,Sequential NN
902,51,Private,9,Separated,Machine-op-inspct,Not-in-family,White,Male,40,0,South Dakota,0.0,Sequential NN
905,45,Private,10,Divorced,Exec-managerial,Not-in-family,White,Male,50,0,Michigan,0.0,Sequential NN
908,25,Private,13,Never-married,Sales,Not-in-family,White,Female,40,0,Ohio,0.0,Sequential NN
911,53,Private,9,Separated,Adm-clerical,Unmarried,White,Female,38,0,Kansas,0.0,Sequential NN
918,58,Private,12,Divorced,Adm-clerical,Not-in-family,White,Male,40,0,Delaware,0.0,Sequential NN
923,30,Private,9,Never-married,Exec-managerial,Not-in-family,White,Male,45,0,Colorado,0.0,Sequential NN
