index,age,workclass,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,income,state,Results,Model
41,43,Private,14,Divorced,Exec-managerial,Unmarried,White,Female,40,>50K,Indiana,<=50K,RandomForest
42,51,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,40,>50K,Kansas,<=50K,RandomForest
43,43,Private,14,Divorced,Prof-specialty,Unmarried,White,Female,40,>50K,Iowa,,
45,48,Private,13,Married-spouse-absent,Sales,Unmarried,White,Female,70,>50K,Maryland,<=50K,RandomForest
46,71,Private,9,Married-civ-spouse,Sales,Husband,White,Male,52,<=50K,Virginia,,
47,73,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,40,<=50K,Minnesota,,
50,40,Self-emp-not-inc,15,Never-married,Prof-specialty,Not-in-family,White,Male,45,>50K,Texas,,
51,50,Private,9,Widowed,Sales,Not-in-family,White,Female,72,>50K,Louisiana,<=50K,RandomForest
52,51,State-gov,11,Divorced,Tech-support,Not-in-family,White,Male,39,>50K,Illinois,<=50K,RandomForest
53,42,Private,10,Never-married,Exec-managerial,Not-in-family,White,Female,40,>50K,South Carolina,<=50K,RandomForest
54,39,Private,14,Never-married,Sales,Not-in-family,White,Male,45,>50K,Oklahoma,,
55,32,Private,13,Never-married,Exec-managerial,Other-relative,White,Male,50,>50K,Louisiana,,
56,53,Private,10,Separated,Craft-repair,Not-in-family,White,Male,45,>50K,New Hampshire,,
57,40,Local-gov,10,Never-married,Protective-serv,Not-in-family,White,Male,40,>50K,Pennsylvania,,
58,38,Private,13,Never-married,Sales,Not-in-family,White,Female,45,>50K,New York,,
59,33,Private,11,Separated,Craft-repair,Not-in-family,White,Male,42,>50K,Louisiana,,
60,43,Private,12,Divorced,Craft-repair,Not-in-family,White,Male,70,>50K,Illinois,,
61,50,Self-emp-inc,7,Never-married,Exec-managerial,Other-relative,White,Male,40,>50K,Ohio,,
62,44,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,6,>50K,Oklahoma,,
63,51,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,40,>50K,New Mexico,>50K,RandomForest
64,41,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,Wyoming,,
65,60,Self-emp-inc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,70,>50K,Nebraska,,
66,37,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K,Mississippi,,
67,55,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,>50K,Texas,,
68,39,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,60,>50K,Massachusetts,,
69,42,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,>50K,Alaska,,
70,49,Private,13,Married-civ-spouse,Sales,Husband,White,Male,55,>50K,Minnesota,,
71,47,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,Delaware,,
72,41,Local-gov,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,>50K,Colorado,,
73,55,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,Oklahoma,>50K,RandomForest
74,39,Private,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,65,>50K,Maine,,
75,42,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K,Washington,,
77,46,Private,14,Married-civ-spouse,Sales,Husband,White,Male,65,>50K,Oregon,>50K,RandomForest
78,40,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K,New York,,
79,32,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,48,>50K,Colorado,,
80,41,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,>50K,Kansas,>50K,RandomForest
81,60,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,80,>50K,Wisconsin,,
82,31,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,>50K,Nevada,>50K,RandomForest
83,58,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,>50K,Montana,,
84,37,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,50,>50K,Iowa,,
85,44,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,Florida,,
86,39,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,Connecticut,,
87,43,Federal-gov,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,55,>50K,Massachusetts,>50K,RandomForest
88,55,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,Maine,,
89,44,Self-emp-inc,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,>50K,Minnesota,>50K,RandomForest
90,39,Private,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,67,>50K,Hawaii,>50K,RandomForest
91,46,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,Mississippi,,
92,39,Private,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,99,>50K,Oregon,<=50K,RandomForest
93,62,Self-emp-inc,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,>50K,Missouri,,
94,31,Self-emp-not-inc,9,Married-civ-spouse,Other-service,Wife,White,Female,40,>50K,Utah,,
95,46,Private,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,35,>50K,New Hampshire,,
96,46,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,80,>50K,South Carolina,>50K,RandomForest
97,39,Self-emp-inc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,Vermont,,
98,39,Private,15,Married-civ-spouse,Sales,Husband,White,Male,99,>50K,Rhode Island,,
99,59,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,>50K,California,>50K,RandomForest
100,50,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,>50K,Minnesota,>50K,RandomForest
101,46,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,>50K,Alabama,,
102,53,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Arkansas,,
103,50,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,>50K,Washington,>50K,RandomForest
104,41,Self-emp-inc,15,Married-civ-spouse,Exec-managerial,Wife,White,Female,55,>50K,Indiana,,
105,36,Private,13,Married-civ-spouse,Sales,Husband,White,Male,45,>50K,Florida,,
106,38,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,90,>50K,Nebraska,,
107,54,Private,10,Married-civ-spouse,Sales,Husband,White,Male,50,>50K,South Dakota,,
108,50,Private,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,20,>50K,Nevada,,
109,47,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K,Oregon,,
110,47,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,>50K,California,>50K,RandomForest
111,67,Private,13,Widowed,Exec-managerial,Not-in-family,White,Male,40,>50K,Delaware,,
112,67,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,75,>50K,New York,,
113,72,Self-emp-not-inc,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,25,>50K,Oregon,,
115,46,Self-emp-inc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,California,>50K,RandomForest
116,78,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,South Carolina,>50K,RandomForest
117,71,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K,Montana,>50K,RandomForest
118,83,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,>50K,West Virginia,>50K,RandomForest
119,68,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Hawaii,>50K,RandomForest
120,26,Private,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,<=50K,Louisiana,,
121,68,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,>50K,Utah,,
122,49,Self-emp-inc,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,>50K,South Carolina,,
123,36,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,<=50K,Illinois,,
124,70,Self-emp-not-inc,13,Married-civ-spouse,Craft-repair,Husband,White,Male,12,>50K,Tennessee,,
125,27,Private,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,20,<=50K,Vermont,,
126,35,Local-gov,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,<=50K,Nevada,,
127,23,Private,9,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K,Arkansas,,
128,81,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,26,>50K,Maine,<=50K,RandomForest
129,66,Self-emp-not-inc,16,Married-civ-spouse,Sales,Husband,White,Male,25,>50K,Tennessee,,
130,71,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K,Florida,,
131,68,Private,10,Married-civ-spouse,Sales,Husband,White,Male,55,>50K,Arizona,,
132,68,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,>50K,South Carolina,,
134,52,Private,9,Married-civ-spouse,Sales,Husband,Black,Male,40,<=50K,Georgia,,
135,40,Self-emp-inc,12,Married-civ-spouse,Craft-repair,Husband,White,Male,50,<=50K,Utah,,
137,21,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,<=50K,Maryland,,
138,35,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,Washington,>50K,RandomForest
139,70,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,Texas,,
140,61,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,<=50K,Hawaii,,
141,65,Self-emp-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,65,<=50K,Maine,>50K,RandomForest
142,46,Private,3,Divorced,Craft-repair,Not-in-family,White,Female,45,<=50K,Washington,<=50K,RandomForest
143,26,Local-gov,13,Never-married,Prof-specialty,Not-in-family,White,Male,55,<=50K,South Dakota,,
144,59,Local-gov,9,Widowed,Farming-fishing,Unmarried,White,Male,40,<=50K,New Mexico,,
145,61,Private,3,Never-married,Handlers-cleaners,Not-in-family,Black,Male,40,<=50K,Wyoming,<=50K,RandomForest
146,60,State-gov,13,Divorced,Prof-specialty,Not-in-family,White,Female,40,<=50K,Massachusetts,,
147,49,Self-emp-inc,10,Divorced,Exec-managerial,Not-in-family,White,Male,50,<=50K,Utah,,
148,34,Private,13,Married-spouse-absent,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,40,<=50K,New Jersey,,
149,25,Private,13,Never-married,Prof-specialty,Own-child,White,Female,35,<=50K,Rhode Island,<=50K,RandomForest
150,55,Private,10,Never-married,Adm-clerical,Not-in-family,Black,Female,45,<=50K,Kentucky,,
151,59,Local-gov,9,Separated,Protective-serv,Other-relative,Black,Female,40,<=50K,Ohio,,
152,28,State-gov,10,Separated,Exec-managerial,Own-child,White,Male,40,<=50K,Georgia,,
154,56,Self-emp-not-inc,14,Divorced,Sales,Unmarried,White,Female,60,<=50K,Connecticut,,
155,41,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,40,<=50K,South Carolina,,
156,42,Private,9,Never-married,Adm-clerical,Other-relative,Black,Female,40,<=50K,Kentucky,,
157,28,Private,15,Never-married,Prof-specialty,Not-in-family,White,Male,40,<=50K,Delaware,,
158,40,Self-emp-not-inc,15,Divorced,Other-service,Not-in-family,White,Female,35,<=50K,Vermont,,
159,69,Private,13,Widowed,Prof-specialty,Not-in-family,White,Male,40,>50K,Wyoming,>50K,RandomForest
160,66,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,Michigan,,
161,69,Private,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K,Hawaii,,
162,55,Local-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,<=50K,Hawaii,,
163,57,Federal-gov,9,Never-married,Adm-clerical,Not-in-family,White,Male,40,<=50K,Alaska,,
164,20,Self-emp-not-inc,10,Never-married,Farming-fishing,Own-child,White,Male,10,<=50K,Michigan,,
165,33,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,84,<=50K,Alabama,<=50K,RandomForest
166,30,Self-emp-not-inc,10,Never-married,Sales,Other-relative,Asian-Pac-Islander,Male,40,<=50K,Vermont,,
167,40,Private,13,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,48,<=50K,Maryland,,
168,38,Private,10,Separated,Machine-op-inspct,Not-in-family,White,Male,55,>50K,Montana,,
169,46,State-gov,12,Divorced,Adm-clerical,Unmarried,White,Male,38,>50K,Texas,,
170,29,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,45,>50K,Iowa,,
171,57,Federal-gov,13,Never-married,Adm-clerical,Not-in-family,White,Male,40,<=50K,Wyoming,<=50K,RandomForest
172,39,Private,9,Never-married,Craft-repair,Own-child,White,Male,42,>50K,Alaska,,
173,47,Private,13,Divorced,Exec-managerial,Not-in-family,White,Male,40,>50K,Maryland,,
174,26,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,45,>50K,South Dakota,,
175,27,Self-emp-not-inc,9,Never-married,Craft-repair,Not-in-family,White,Male,50,<=50K,Alabama,<=50K,RandomForest
176,23,Private,13,Never-married,Prof-specialty,Own-child,White,Female,40,>50K,New Jersey,,
177,34,Private,14,Never-married,Prof-specialty,Not-in-family,White,Male,50,<=50K,Idaho,,
178,33,Private,8,Divorced,Craft-repair,Not-in-family,White,Male,42,<=50K,Minnesota,,
179,38,Local-gov,14,Never-married,Prof-specialty,Not-in-family,White,Female,60,<=50K,Virginia,,
180,57,Private,10,Widowed,Adm-clerical,Unmarried,White,Female,38,>50K,New Hampshire,,
181,36,Private,9,Never-married,Exec-managerial,Not-in-family,White,Male,70,<=50K,New Jersey,,
182,44,Federal-gov,13,Divorced,Tech-support,Not-in-family,White,Male,40,>50K,New Mexico,<=50K,RandomForest
183,49,State-gov,16,Never-married,Exec-managerial,Not-in-family,White,Female,50,>50K,Wyoming,,
184,44,Self-emp-inc,10,Never-married,Sales,Not-in-family,White,Male,60,<=50K,Hawaii,,
185,55,Private,10,Widowed,Farming-fishing,Not-in-family,White,Male,62,>50K,Hawaii,,
186,45,Private,9,Divorced,Farming-fishing,Not-in-family,White,Male,44,>50K,Montana,,
187,48,Private,9,Divorced,Exec-managerial,Not-in-family,White,Female,40,>50K,Alabama,<=50K,RandomForest
188,31,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K,Massachusetts,,
189,55,Local-gov,9,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,40,>50K,Alaska,,
190,70,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Nevada,,
191,70,Self-emp-not-inc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,8,>50K,Arkansas,,
192,73,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,Tennessee,,
193,72,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,28,>50K,Missouri,>50K,RandomForest
194,31,Private,9,Separated,Machine-op-inspct,Unmarried,White,Female,40,<=50K,Nebraska,,
195,28,Private,6,Widowed,Adm-clerical,Unmarried,White,Female,35,<=50K,Idaho,<=50K,RandomForest
196,23,Self-emp-not-inc,13,Never-married,Adm-clerical,Own-child,White,Male,40,>50K,Tennessee,,
197,49,Local-gov,5,Widowed,Handlers-cleaners,Unmarried,White,Male,40,>50K,Minnesota,,
198,27,Local-gov,10,Never-married,Protective-serv,Not-in-family,White,Male,40,>50K,California,,
199,90,Private,9,Never-married,Other-service,Not-in-family,Black,Male,40,<=50K,California,<=50K,RandomForest
200,68,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,30,<=50K,Pennsylvania,<=50K,RandomForest
201,65,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,59,<=50K,Maryland,,
203,67,Private,13,Divorced,Exec-managerial,Not-in-family,White,Female,5,<=50K,New Jersey,,
204,66,Local-gov,13,Widowed,Prof-specialty,Not-in-family,Black,Female,25,<=50K,Rhode Island,<=50K,RandomForest
205,24,Private,10,Never-married,Adm-clerical,Not-in-family,White,Male,24,<=50K,New York,,
206,44,Self-emp-not-inc,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,35,<=50K,North Dakota,,
207,35,Private,10,Never-married,Adm-clerical,Own-child,White,Female,40,<=50K,Oregon,,
208,20,Private,12,Never-married,Other-service,Own-child,White,Female,18,<=50K,Pennsylvania,<=50K,RandomForest
209,38,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,40,<=50K,Nevada,<=50K,RandomForest
210,39,Private,10,Never-married,Other-service,Own-child,Black,Female,40,<=50K,Minnesota,,
211,32,Private,10,Never-married,Machine-op-inspct,Other-relative,White,Female,40,<=50K,Alaska,,
212,42,Private,4,Never-married,Handlers-cleaners,Not-in-family,Black,Male,40,<=50K,Oklahoma,<=50K,RandomForest
214,42,Self-emp-inc,14,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,60,>50K,Arizona,,
215,64,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,South Carolina,<=50K,RandomForest
216,28,Private,4,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,40,<=50K,Florida,,
217,41,Self-emp-inc,11,Married-civ-spouse,Sales,Husband,Other,Male,84,<=50K,West Virginia,<=50K,RandomForest
218,41,Self-emp-not-inc,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,Tennessee,,
219,58,Self-emp-not-inc,2,Married-civ-spouse,Transport-moving,Husband,White,Male,18,<=50K,Tennessee,,
220,59,State-gov,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,<=50K,North Carolina,,
221,34,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Wife,White,Female,12,<=50K,Indiana,,
222,45,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,45,<=50K,Wyoming,,
223,29,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,<=50K,Kansas,,
224,47,Private,6,Married-civ-spouse,Sales,Husband,White,Male,52,<=50K,Utah,,
225,40,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K,Florida,,
226,47,Self-emp-not-inc,3,Married-civ-spouse,Sales,Husband,White,Male,50,<=50K,North Carolina,,
228,41,Self-emp-not-inc,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,<=50K,New Mexico,<=50K,RandomForest
229,34,Private,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,<=50K,Massachusetts,,
231,65,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,10,>50K,Minnesota,,
232,70,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,>50K,California,,
233,75,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,Arkansas,,
234,65,State-gov,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,>50K,Connecticut,,
235,65,Federal-gov,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,>50K,Colorado,<=50K,RandomForest
236,73,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,Connecticut,,
238,68,Self-emp-not-inc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,<=50K,North Carolina,<=50K,RandomForest
239,74,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,20,<=50K,Iowa,<=50K,RandomForest
240,43,Private,3,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,72,<=50K,Minnesota,,
241,19,Self-emp-not-inc,7,Married-civ-spouse,Craft-repair,Own-child,White,Male,55,<=50K,South Dakota,,
242,37,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,California,,
243,45,Federal-gov,12,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Male,40,<=50K,North Carolina,,
244,64,Private,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,60,<=50K,Massachusetts,>50K,RandomForest
245,30,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K,New Hampshire,,
246,51,Self-emp-not-inc,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,60,<=50K,Florida,,
247,35,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,Alabama,<=50K,RandomForest
248,29,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,20,<=50K,Tennessee,<=50K,RandomForest
249,34,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,<=50K,Hawaii,,
250,41,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,60,<=50K,Ohio,,
251,35,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,45,<=50K,Michigan,,
252,26,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,<=50K,Missouri,,
253,54,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,<=50K,Hawaii,,
254,52,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,Michigan,,
255,50,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,20,<=50K,Connecticut,<=50K,RandomForest
256,31,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,<=50K,Hawaii,<=50K,RandomForest
257,38,Federal-gov,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K,New Hampshire,>50K,RandomForest
258,30,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,Idaho,,
259,34,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,<=50K,Colorado,>50K,RandomForest
260,31,Private,10,Married-civ-spouse,Sales,Husband,White,Male,57,<=50K,Nebraska,,
261,52,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,38,<=50K,Illinois,,
262,54,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,Virginia,,
263,38,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,44,<=50K,Alaska,<=50K,RandomForest
264,39,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K,Virginia,,
265,29,Private,11,Married-civ-spouse,Tech-support,Husband,White,Male,40,<=50K,Louisiana,<=50K,RandomForest
266,45,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,Kansas,,
267,34,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,55,<=50K,California,,
268,38,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,Utah,,
269,39,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,Alabama,<=50K,RandomForest
270,61,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,20,<=50K,Arizona,,
271,43,Private,7,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K,Vermont,,
272,35,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,<=50K,Alabama,,
273,46,Private,10,Married-civ-spouse,Sales,Husband,White,Male,50,<=50K,Rhode Island,,
274,38,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,<=50K,Tennessee,,
275,42,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,48,<=50K,Arkansas,,
